category,item,tag,code,name,notes
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_020,幅員3.0m（2.5m）以上5.5m未満_道路延長_1k㎡当り,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_021,幅員3.0m（2.5m）未満_道路密度_左,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_022,幅員3.0m（2.5m）未満_道路密度_上,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_023,幅員3.0m（2.5m）未満_道路密度上_右,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_024,幅員3.0m（2.5m）未満_道路密度_下,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_025,幅員3.0m（2.5m）未満_道路延長_実延長,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_026,幅員3.0m（2.5m）未満_道路延長_1k㎡当り,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_027,幅員（未調査）_道路密度_左,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_028,幅員（未調査）_道路密度_上,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_029,幅員（未調査）_道路密度上_右,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_030,幅員（未調査）_道路密度_下,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_031,幅員（未調査）_道路延長_実延長,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_032,幅員（未調査）_道路延長_1k㎡当り,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_033,幅員合計_道路密度_左,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_034,幅員合計_道路密度_上,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_035,幅員合計_道路密度上_右,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_036,幅員合計_道路密度_下,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_037,幅員合計_道路延長_実延長,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_038,幅員合計_道路延長_1k㎡当り,NA
N04,"道路密度・道路延長メッシュ(53, 14, 15, 16 昭和53年度, 平成14～16年度）",RoadDensityAndLengthMesh,N04_039,平面直角座標系（１９系区分）,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_001,3次メッシュコード,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_002,3次メッシュの実面積,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_003,幅員25.0m以上 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_004,幅員25.0m以上 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_005,幅員25.0m以上 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_006,幅員25.0m以上 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_007,幅員25.0m以上 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_008,幅員25.0m以上 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_009,幅員19.5m以上25.0m未満 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_010,幅員19.5m以上25.0m未満 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_011,幅員19.5m以上25.0m未満 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_012,幅員19.5m以上25.0m未満 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_013,幅員19.5m以上25.0m未満 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_014,幅員19.5m以上25.0m未満 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_015,幅員13.0m（11.0m）以上19.5m未満 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_016,幅員13.0m（11.0m）以上19.5m未満 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_017,幅員13.0m（11.0m）以上19.5m未満 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_018,幅員13.0m（11.0m）以上19.5m未満 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_019,幅員13.0m（11.0m）以上19.5m未満 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_020,幅員13.0m（11.0m）以上19.5m未満 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_021,幅員13.0m（11.0m）以上で幅員不明 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_022,幅員13.0m（11.0m）以上で幅員不明 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_023,幅員13.0m（11.0m）以上で幅員不明 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_024,幅員13.0m（11.0m）以上で幅員不明 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_025,幅員13.0m（11.0m）以上で幅員不明 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_026,幅員13.0m（11.0m）以上で幅員不明 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_027,幅員5.5m以上13.0m（11.0m）未満 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_028,幅員5.5m以上13.0m（11.0m）未満 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_029,幅員5.5m以上13.0m（11.0m）未満 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_030,幅員5.5m以上13.0m（11.0m）未満 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_031,幅員5.5m以上13.0m（11.0m）未満 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_032,幅員5.5m以上13.0m（11.0m）未満 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_033,幅員3.0m（2.5m）以上5.5m未満 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_034,幅員3.0m（2.5m）以上5.5m未満 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_035,幅員3.0m（2.5m）以上5.5m未満 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_036,幅員3.0m（2.5m）以上5.5m未満 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_037,幅員3.0m（2.5m）以上5.5m未満 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_038,幅員3.0m（2.5m）以上5.5m未満 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_039,幅員3.0m（2.5m）未満 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_040,幅員3.0m（2.5m）未満 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_041,幅員3.0m（2.5m）未満 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_042,幅員3.0m（2.5m）未満 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_043,幅員3.0m（2.5m）未満 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_044,幅員3.0m（2.5m）未満 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_045,幅員未調査 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_046,幅員未調査 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_047,幅員未調査 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_048,幅員未調査 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_049,幅員未調査 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_050,幅員未調査 道路延長_1k㎡当り,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_051,幅員合計 道路密度_左,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_052,幅員合計 道路密度_上,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_053,幅員合計 道路密度_右,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_054,幅員合計 道路密度_下,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_055,幅員合計 道路延長_実延長,NA
N04,道路密度・道路延長メッシュ(10 平成22年度）,RoadDensityAndLengthMesh_H22,N04_056,幅員合計 道路延長_1k㎡当り,NA
W05,河川,River,W05_001,水系域,NA
W05,河川,Stream,W05_002,河川コード,NA
W05,河川,Stream,W05_003,区間種別,NA
W05,河川,Stream,W05_004,河川名,NA
W05,河川,Stream,W05_005,原典資料種別,NA
W05,河川,Stream,W05_006,流下方向判定,NA
W05,河川,Stream,W05_007,河川始点,NA
W05,河川,Stream,W05_008,河川終点,NA
W05,河川,Stream,W05_009,流路始点,NA
W05,河川,Stream,W05_010,流路終点,NA
W05,河川,RiverNode,W05_011,標高,NA
W09,湖沼,Lake,W09_001,湖沼名,NA
W09,湖沼,Lake,W09_002,行政区域コード,NA
W09,湖沼,Lake,W09_003,最大水深,NA
W09,湖沼,Lake,W09_004,水面標高,NA
P01,文化財,CulturalProperty,P01_001,文化財番号,NA
P01,文化財,CulturalProperty,P01_002,文化財区分,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_001,行政区域コード,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_002,台帳番号,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_003,種別,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_004,分室等,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_005,種別（漢字）,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_006,名称（漢字）,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_007,管理者コード_行政区域コード,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_008,管理者コード_その他管理者コード,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_009,管理者（漢字）,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_010,調査年次,NA
P02,公共施設(90 平成2年度),PublicFacility_H2,P02_011,開設年次,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_001,行政区域コード,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_002,公共施設大分類,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_003,公共施設小分類,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_004,名称,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_005,所在地,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_006,管理者コード,NA
P02,公共施設(06 平成18年度),PublicFacility,P02_007,原典資料名,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_001,事業者（設置者）名,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_002,発電所名,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_003,号機,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_004,所在地,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_005,工事中,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_006,運転開始年月日,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_007,認可出力,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_008,水系名,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_009,最大使用水量,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_010,最大有効落差,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_011,上池,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_012,下池,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_013,水車容量,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_014,水車形式,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_015,水車台数,NA
P03,水力発電(95 平成7年度),HydroelectricPower,P03_016,水力原動力,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_001,事業者（設置者）名,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_002,発電所名,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_003,号機,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_004,所在地,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_005,工事中,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_006,運転開始年月日,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_007,認可出力,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_017,転換年月日,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_018,専・混焼の別,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_019,混焼含有物,NA
P03,火力発電(95 平成7年度),ThermalPower,P03_020,火力原動力,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_001,事業者（設置者）名,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_002,発電所名,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_003,号機,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_004,所在地,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_005,工事中,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_006,運転開始年月日,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_007,認可出力,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_021,事業用・自家用,NA
P03,地熱発電(95 平成7年度),NuclearPower,P03_022,蒸気供給部門,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_001,事業者（設置者）名,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_002,発電所名,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_003,号機,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_004,所在地,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_005,工事中,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_006,運転開始年月日,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_007,認可出力,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_023,炉型,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_024,審議会決定年月日,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_025,設置許可年月日,NA
P03,原子力発電(95 平成7年度),NuclearPower,P03_026,工事許可年月,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_001,事業者・設置者名,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_002,発電所名,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_003,所在地,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_004,既設・建設中区分,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_005,運転開始年月日,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_006,水系名,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_007,出力,NA
P03,一般水力発電所(07 平成19年度),GeneralHydroelectricPowerPlant,P03_008,型式,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_001,事業者・設置者名,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_002,発電所名,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_003,所在地,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_004,既設・建設中区分,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_005,運転開始年月日,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_006,水系名,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_009,最大出力,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_010,最大使用水量,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_011,最大有効落差,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_012,上池,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_013,下池,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_014,水車容量,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_015,水車形式,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_016,水車台数,NA
P03,揚水式発電所(07 平成19年度),PumpedStorageHydroelectricPlant,P03_017,水力原動力,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_001,事業者・設置者名,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_002,発電所名,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_003,所在地,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_004,既設・建設中区分,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_005,運転開始年月日,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_018,号機,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_019,認可出力,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_020,転換年月日,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_021,専・混焼の別,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_022,火力原動力,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_023,混焼含有物,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_024,排煙脱硫装置_脱硫方式,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_025,排煙脱硫装置_処理ガス量,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_026,排煙脱硫装置_比率,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_027,排煙脱硝装置_処理ガス量,NA
P03,火力発電所(07 平成19年度),ThermalPowerPlant,P03_028,排煙脱硝装置_比率,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_001,事業者・設置者名,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_002,発電所名,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_003,所在地,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_004,既設・建設中区分,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_005,運転開始年月日,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_029,蒸気供給部門,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_030,認可出力,NA
P03,地熱発電所(07 平成19年度),GeothermalPowerPlant,P03_031,号機,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_001,事業者・設置者名,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_002,発電所名,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_003,所在地,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_004,既設・建設中区分,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_005,運転開始年月日,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_032,号機,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_033,認可出力,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_034,炉型,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_035,電源開発基本計画組入年月,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_036,原子炉設置許可年月日,NA
P03,原子力発電所(07 平成19年度),NuclearPowerPlant,P03_037,第一回工事計画認可年月,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_001,事業者・設置者名,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_002,発電所名,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_003,所在地,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_004,既設・建設中区分,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_005,運転開始年月日,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_038,号機,NA
P03,風力発電所(07 平成19年度),WindPowerPlant,P03_039,認可出力,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_001,事業者・設置者名,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_002,発電所名,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_003,所在地,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_004,既設・建設中区分,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_005,運転開始年月日,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_040,号機,NA
P03,太陽光発電所(07 平成19年度),PhotovoltaicPowerPlant,P03_041,認可出力,NA
P03,池情報(共通),PondInformation,P03_000,GMLID,NA
P03,池情報(共通),PondInformation,P03_101,名称,NA
P03,池情報(共通),PondInformation,P03_102,有効容量,NA
P03,池情報(共通),PondInformation,P03_103,利用水深,NA
P04,医療機関,MedicalInstitution,P04_001,医療機関分類,NA
P04,医療機関,MedicalInstitution,P04_002,施設名称,NA
P04,医療機関,MedicalInstitution,P04_003,所在地,NA
P04,医療機関,MedicalInstitution,P04_004,診療科目1,NA
P04,医療機関,MedicalInstitution,P04_005,診療科目2,NA
P04,医療機関,MedicalInstitution,P04_006,診療科目3,NA
P04,医療機関,MedicalInstitution,P04_007,開設者分類,NA
P05,市町村役場等及び公的集会施設,LocalGovernmentOfficeAndPublicMeetingFacility,P05_001,行政区域コード,NA
P05,市町村役場等及び公的集会施設,LocalGovernmentOfficeAndPublicMeetingFacility,P05_002,施設分類,NA
P05,市町村役場等及び公的集会施設,LocalGovernmentOfficeAndPublicMeetingFacility,P05_003,名称,NA
P05,市町村役場等及び公的集会施設,LocalGovernmentOfficeAndPublicMeetingFacility,P05_004,所在地,NA
P07,燃料給油所,FuelFillStation,P07_001,燃料店舗分類,NA
P07,燃料給油所,FuelFillStation,P07_002,所在地,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_001,3次メッシュコード,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_002,施設数（ホテル）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_003,施設数（旅館）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_004,施設数（公共宿泊施設）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_005,施設数（民宿）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_006,施設数（ペンション）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_007,施設数（宿坊）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_008,施設数（コテージ・貸し別荘・山荘）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_009,施設数（ユースホステル）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_010,施設数（カプセルホテル）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_011,施設数（研修センター）,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_012,施設総数,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_013,収容人数,NA
P09,宿泊容量メッシュ,AccommodationCapacityMesh,P09_014,室数,NA
P11,バス停留所,BusStop,P11_001,バス停名,NA
P11,バス停留所,BusStop,P11_002,バス路線情報_バス区分,NA
P11,バス停留所,BusStop,P11_003_1～19,バス路線情報_事業者名,NA
P11,バス停留所,BusStop,P11_004_1～19,バス路線情報_バス系統,NA
P12,観光資源(面),TourismResource_Surface,P12_001,都道府県コード,NA
P12,観光資源(面),TourismResource_Surface,P12_002,行政コード,NA
P12,観光資源(面),TourismResource_Surface,P12_003,資源名称,NA
P12,観光資源(面),TourismResource_Surface,P12_004,資源名称,NA
P12,観光資源(面),TourismResource_Surface,P12_005,種別名称,NA
P12,観光資源(線),TourismResource_Line,P12_001,都道府県コード,NA
P12,観光資源(線),TourismResource_Line,P12_002,行政コード,NA
